description
"The>>remote>>management>>interface>>of>>cgminer>>4.10.0>>and>>bfgminer>>5.5.0>>allows>>an>>authenticated>>remote>>attacker>>to>>execute>>arbitrary>>code>>due>>to>>a>>stack-based>>buffer>>overflow>>in>>the>>addpool,>>failover-only,>>poolquota,>>and>>save>>command>>handlers"
